# The list of all links between articles.
# Article names are URL-encoded; e.g., in Java they can be decoded using java.net.URLDecoder.decode(articleName, "UTF-8").
# FORMAT:   linkSource   linkTarget
#
# When publishing on this data set, please cite:
# (1) Robert West and Jure Leskovec:
#     Human Wayfinding in Information Networks.
#     21st International World Wide Web Conference (WWW), 2012.
# (2) Robert West, Joelle Pineau, and Doina Precup:
#     Wikispeedia: An Online Game for Inferring Semantic Distances between Concepts.
#     21st International Joint Conference on Artificial Intelligence (IJCAI), 2009.

%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales
%C3%85land	20th_century
%C3%85land	Baltic_Sea
%C3%85land	Crimean_War
%C3%85land	Currency
%C3%85land	Euro
%C3%85land	European_Union
%C3%85land	Finland
%C3%85land	League_of_Nations
%C3%85land	List_of_countries_by_system_of_government
%C3%85land	Nationality
%C3%85land	Parliamentary_system
%C3%85land	Police
%C3%85land	Russia
%C3%85land	Stockholm
%C3%85land	Sweden
%C3%85land	Time_zone
%C3%85land	Tourism
%C3%85land	United_Kingdom
%C3%85land	World_War_II
%C3%89douard_Manet	Absinthe
%C3%89douard_Manet	Beer
%C3%89douard_Manet	Claude_Monet
%C3%89douard_Manet	Diego_Vel%C3%A1zquez
%C3%89douard_Manet	Edgar_Allan_Poe
%C3%89douard_Manet	France
%C3%89douard_Manet	Francisco_Goya
%C3%89douard_Manet	Germany
%C3%89douard_Manet	Impressionism
%C3%89douard_Manet	Italy
%C3%89douard_Manet	Landscape
%C3%89douard_Manet	Netherlands
%C3%89douard_Manet	Painting
%C3%89douard_Manet	Paris
%C3%89douard_Manet	Photography
%C3%89douard_Manet	Raphael
%C3%89douard_Manet	Renaissance
%C3%89douard_Manet	Sweden
%C3%89douard_Manet	United_States_dollar
%C3%89douard_Manet	Washington%2C_D.C.
%C3%89ire	Canada
%C3%89ire	English_language
%C3%89ire	George_VI_of_the_United_Kingdom
%C3%89ire	Ireland
%C3%89ire	Northern_Ireland
%C3%89ire	Ottawa
%C3%89ire	Republic_of_Ireland
%C3%89ire	United_Kingdom
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata
%C3%93engus_I_of_the_Picts	Durham
%C3%93engus_I_of_the_Picts	England
%C3%93engus_I_of_the_Picts	Great_Britain
%C3%93engus_I_of_the_Picts	Ireland
%C3%93engus_I_of_the_Picts	Lion
%C3%93engus_I_of_the_Picts	Mercia
%C3%93engus_I_of_the_Picts	Scotland
%C3%93engus_I_of_the_Picts	Viking
%C3%93engus_I_of_the_Picts	York
%E2%82%AC2_commemorative_coins	Athens
%E2%82%AC2_commemorative_coins	Atlantic_Ocean
%E2%82%AC2_commemorative_coins	Austria
%E2%82%AC2_commemorative_coins	Belgium
%E2%82%AC2_commemorative_coins	Berlin
%E2%82%AC2_commemorative_coins	Brussels
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg
%E2%82%AC2_commemorative_coins	Cereal
%E2%82%AC2_commemorative_coins	Christopher_Columbus
%E2%82%AC2_commemorative_coins	Cologne
%E2%82%AC2_commemorative_coins	Comet
%E2%82%AC2_commemorative_coins	Dresden
%E2%82%AC2_commemorative_coins	European_Union
%E2%82%AC2_commemorative_coins	Finland
%E2%82%AC2_commemorative_coins	France
%E2%82%AC2_commemorative_coins	Galileo_Galilei
%E2%82%AC2_commemorative_coins	Germany
%E2%82%AC2_commemorative_coins	Greece
%E2%82%AC2_commemorative_coins	Hamburg
%E2%82%AC2_commemorative_coins	Harold_Macmillan
%E2%82%AC2_commemorative_coins	Heraldry
%E2%82%AC2_commemorative_coins	History
%E2%82%AC2_commemorative_coins	Ireland
%E2%82%AC2_commemorative_coins	Italy
%E2%82%AC2_commemorative_coins	Luxembourg
%E2%82%AC2_commemorative_coins	Maize
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes
%E2%82%AC2_commemorative_coins	Monaco
%E2%82%AC2_commemorative_coins	Munich
%E2%82%AC2_commemorative_coins	Netherlands
%E2%82%AC2_commemorative_coins	Numismatics
%E2%82%AC2_commemorative_coins	Nutrition
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II
%E2%82%AC2_commemorative_coins	Portugal
%E2%82%AC2_commemorative_coins	Rice
%E2%82%AC2_commemorative_coins	San_Marino
%E2%82%AC2_commemorative_coins	Sanssouci
%E2%82%AC2_commemorative_coins	Soviet_Union
%E2%82%AC2_commemorative_coins	Spain
%E2%82%AC2_commemorative_coins	Suffrage
%E2%82%AC2_commemorative_coins	Turin
%E2%82%AC2_commemorative_coins	United_Kingdom
%E2%82%AC2_commemorative_coins	United_Nations
%E2%82%AC2_commemorative_coins	United_States
%E2%82%AC2_commemorative_coins	Vatican_City
%E2%82%AC2_commemorative_coins	Wheat
%E2%82%AC2_commemorative_coins	Zeus
Aluminium	Platinum
Aluminium	Potassium
Aluminium	Proton
Aluminium	Quartz
Aluminium	Recycling
Aluminium	Russia
Aluminium	Salt
Aluminium	Screw
Aluminium	Silicon
Aluminium	Silver
Aluminium	Sodium
Aluminium	South_Africa
Aluminium	Steel
Aluminium	Strontium
Aluminium	Tantalum
Aluminium	Telescope
Aluminium	Transport
Aluminium	Water
Aluminium	Water_purification
Aluminium	Zinc
Aluminium_chloride	Aluminium
Aluminium_chloride	Benzene
Aluminium_chloride	Chlorine
Aluminium_chloride	Copper%28I%29_chloride
Aluminium_chloride	Dysprosium
Aluminium_chloride	Electricity
Aluminium_chloride	Ethanol
Aluminium_chloride	Hydrochloric_acid
Aluminium_chloride	Iron%28III%29_chloride
Aluminium_chloride	Recycling
Aluminium_chloride	Salt
Aluminium_chloride	Sodium_hydroxide
Aluminium_chloride	Ytterbium
Alzheimer%27s_disease	Aluminium
Alzheimer%27s_disease	B_vitamins
Alzheimer%27s_disease	Chess
Alzheimer%27s_disease	Copper
Alzheimer%27s_disease	DNA
Alzheimer%27s_disease	Pneumonia
Alzheimer%27s_disease	Ronald_Reagan
Alzheimer%27s_disease	Tobacco_smoking
Alzheimer%27s_disease	Vitamin_C
Amaranth_oil	Fatty_acid
Amaranth_oil	Lipid
Amarillo%2C_Texas	AT%26T
Amarillo%2C_Texas	Auto_racing
Amarillo%2C_Texas	Automobile
Amarillo%2C_Texas	Bison
Amarillo%2C_Texas	Cattle
Amarillo%2C_Texas	Cold_War
Amarillo%2C_Texas	Color
Amarillo%2C_Texas	Cotton
Amarillo%2C_Texas	Dallas%2C_Texas
Amarillo%2C_Texas	Dam
Amarillo%2C_Texas	Denver%2C_Colorado
Amarillo%2C_Texas	Drinking_water
Amarillo%2C_Texas	English_language
Amarillo%2C_Texas	Grand_Canyon
Amarillo%2C_Texas	Grover_Cleveland
Amarillo%2C_Texas	Helium
Amarillo%2C_Texas	Houston%2C_Texas
Amarillo%2C_Texas	John_Adams
Amarillo%2C_Texas	Las_Vegas%2C_Nevada
Amarillo%2C_Texas	Maize
Amarillo%2C_Texas	Medal_of_Honor
Amarillo%2C_Texas	Mississippi_River
Amarillo%2C_Texas	Natural_gas
Amarillo%2C_Texas	Nuclear_weapon
Amarillo%2C_Texas	Petroleum
Amarillo%2C_Texas	President_of_the_United_States
Amarillo%2C_Texas	Recycling
Amarillo%2C_Texas	Sorghum
Amarillo%2C_Texas	Soybean
Amarillo%2C_Texas	Space_Shuttle_Columbia
Amarillo%2C_Texas	Spanish_language
Amarillo%2C_Texas	Summer
Amarillo%2C_Texas	Telephone
Amarillo%2C_Texas	The_Wall_Street_Journal
Amarillo%2C_Texas	Time_zone
Amarillo%2C_Texas	Tornado
Amarillo%2C_Texas	U.S._Route_66
Amarillo%2C_Texas	U.S._state
Amarillo%2C_Texas	United_States
Amarillo%2C_Texas	United_States_House_of_Representatives
Amarillo%2C_Texas	United_States_dollar
Amarillo%2C_Texas	Wheat
Amarillo%2C_Texas	Winter
Amarillo%2C_Texas	World_War_II
Amazon_Basin	20th_century
Amazon_Basin	Agriculture
Amazon_Basin	Amazon_River
Amazon_Basin	Bolivia
Amazon_Basin	Brazil
Amazon_Basin	City
Amazon_Basin	Fishing
Amazon_Basin	Peru
Amazon_Basin	Portuguese_language
Amazon_Basin	S%C3%A3o_Paulo
Amazon_Basin	South_America
Amazon_Basin	Spanish_language
Amazon_Rainforest	Africa
Amazon_Rainforest	Amazon_Basin
Amazon_Rainforest	Amazon_River
Amazon_Rainforest	Asia
Amazon_Rainforest	Biodiversity
Amazon_Rainforest	Bird
Amazon_Rainforest	Bolivia
Amazon_Rainforest	Brazil
Amazon_Rainforest	Carbon
Amazon_Rainforest	Climate_change
Amazon_Rainforest	Colombia
Amazon_Rainforest	Ecuador
Amazon_Rainforest	Forest
Amazon_Rainforest	French_Guiana
Amazon_Rainforest	Global_warming
Amazon_Rainforest	Guyana
Amazon_Rainforest	Herodotus
Amazon_Rainforest	Insect
Amazon_Rainforest	Mammal
Amazon_Rainforest	Peru
Amazon_Rainforest	Plant
Amazon_Rainforest	Portugal
Amazon_Rainforest	Portuguese_language
Amazon_Rainforest	River
Amazon_Rainforest	South_America
Amazon_Rainforest	Spanish_language
Amazon_Rainforest	Suriname
Amazon_Rainforest	Vegetation
Amazon_Rainforest	Venezuela
Amazon_River	Africa
Amazon_River	Agriculture
Amazon_River	Amazon_Basin
Amazon_River	Anaconda
Amazon_River	Andes
Amazon_River	Asia
Amazon_River	Atlantic_Ocean
Amazon_River	Biodiversity
Amazon_River	Bolivia
Amazon_River	Brazil
Amazon_River	Canal
Amazon_River	Carbon_dioxide
Amazon_River	Colombia
Amazon_River	Denmark
Amazon_River	Ecuador
Amazon_River	Fresh_water
Amazon_River	Gold
Amazon_River	Herodotus
Amazon_River	Nile
Amazon_River	Pacific_Ocean
Amazon_River	Peru
Amazon_River	Portugal
Amazon_River	Portuguese_language
Amazon_River	Quito
Amazon_River	Rainforest
Amazon_River	River
Amazon_River	South_America
Amazon_River	Spain
Amazon_River	Spanish_language
Amazon_River	Venezuela
Amazon_River	World_War_II
Amazon_parrot	Animal
Amazon_parrot	Bird
Amazon_parrot	Chordate
Amazon_parrot	Mexico
Amazon_parrot	Parrot
Amazon_parrot	Scientific_classification
Amazon_parrot	South_America
Amber	Ancient_Greece
Amber	Arabic_language
Amber	Aristotle
Amber	Asia
Amber	Baltic_Sea
Amber	Black_Sea
Amber	Brighton
Amber	Bronze_Age
Amber	Canada
Amber	Carbon
Amber	Coal
Amber	Cretaceous
Amber	Denmark
Amber	Dominican_Republic
Amber	Electricity
Amber	England
Amber	Eocene
Amber	Ethanol
Amber	Finland
Amber	Fossil
Amber	German_language
Amber	Glass
Amber	Gold
Amber	Great_Yarmouth
Amber	Hebrew_language
Amber	Homer
Amber	Hydrogen
Amber	Latin
Amber	Lebanon
Amber	Lithuania
Amber	Marseille
Amber	Mediterranean_Sea
Amber	Mexico
Amber	Mineral
Amber	Miocene
Amber	Myanmar
Amber	Nazism
Amber	Netherlands
Amber	New_Zealand
Amber	Norfolk
Amber	North_America
Amber	North_Sea
Amber	Oligocene
Amber	Oxygen
Amber	Peter_I_of_Russia
Amber	Plato
Amber	Russia
Amber	Silver
Amber	Spanish_language
Amber	Sulfur
Amber	Sweden
Amber	Switzerland
Amber	Turkey
Amber	United_States
Amber	Vienna
Amda_Seyon_I	14th_century
Amda_Seyon_I	16th_century
Amda_Seyon_I	Alexander_the_Great
Amda_Seyon_I	Arabic_language
Amda_Seyon_I	Armenia
Amda_Seyon_I	Byzantine_Empire
Amda_Seyon_I	Coin
Amda_Seyon_I	Damascus
Amda_Seyon_I	Horn_of_Africa
Amda_Seyon_I	Jerusalem
Amda_Seyon_I	Judaism
Amda_Seyon_I	Middle_East
Amda_Seyon_I	Nile
Amda_Seyon_I	Red_Sea
Amda_Seyon_I	Syria
Amda_Seyon_I	Textile
American_Civil_War	Abraham_Lincoln
American_Civil_War	Atlanta%2C_Georgia
American_Civil_War	Battle_of_Gettysburg
American_Civil_War	Brazil
American_Civil_War	California
American_Civil_War	Charles_Sumner
American_Civil_War	Europe
American_Civil_War	Florida
American_Civil_War	Fourteenth_Amendment_to_the_United_States_Constitution
American_Civil_War	France
American_Civil_War	Frederick_Douglass
American_Civil_War	Jesus
American_Civil_War	Ku_Klux_Klan
American_Civil_War	Liverpool
American_Civil_War	Mexico
American_Civil_War	Minnesota
American_Civil_War	Mississippi_River
American_Civil_War	Nashville%2C_Tennessee
American_Civil_War	Oregon
American_Civil_War	Rhode_Island
American_Civil_War	Richmond%2C_Virginia
American_Civil_War	Slavery
American_Civil_War	Southern_United_States
American_Civil_War	Thomas_Jefferson
American_Civil_War	Trench_warfare
American_Civil_War	Ulysses_S._Grant
American_Civil_War	United_States
American_Civil_War	United_States_Constitution
American_Civil_War	United_States_House_of_Representatives
American_Civil_War	United_States_Senate
American_Civil_War	Washington%2C_D.C.
American_Civil_War	West_Virginia
American_Civil_War	William_Tecumseh_Sherman
American_Civil_War	Winfield_Scott_Hancock
American_English	American_Civil_War
American_English	American_football
American_English	Automated_teller_machine
American_English	Autumn
American_English	Baseball
American_English	Boston%2C_Massachusetts
American_English	British_English
American_English	Canada
American_English	Canadian_English
American_English	Cereal
American_English	Chicago
American_English	Dutch_language
American_English	English_language
American_English	Film
American_English	French_language
American_English	German_language
American_English	Great_Lakes
American_English	Jazz
American_English	Maize
American_English	Necktie
American_English	New_York_City
American_English	Norway
American_English	Philadelphia
American_English	Scots_language
American_English	Scottish_Gaelic_language
American_English	Spanish_language
American_English	Thomas_Jefferson
American_English	Transport
American_English	Turkey
American_English	United_States
American_Revolutionary_War	American_Revolutionary_War
American_Revolutionary_War	Atlantic_Ocean
American_Revolutionary_War	Boston%2C_Massachusetts
American_Revolutionary_War	British_Empire
American_Revolutionary_War	British_House_of_Commons
American_Revolutionary_War	England
American_Revolutionary_War	France
American_Revolutionary_War	France_in_the_American_Revolutionary_War
American_Revolutionary_War	George_Washington
American_Revolutionary_War	Gibraltar
American_Revolutionary_War	Haiti
American_Revolutionary_War	India
American_Revolutionary_War	Ireland
American_Revolutionary_War	Jamaica
American_Revolutionary_War	Netherlands
American_Revolutionary_War	New_York_City
American_Revolutionary_War	North_America
American_Revolutionary_War	Paris
American_Revolutionary_War	Parliament_of_the_United_Kingdom
American_Revolutionary_War	Rhode_Island
American_Revolutionary_War	Royal_Navy
American_Revolutionary_War	Scotland
American_Revolutionary_War	Scurvy
American_Revolutionary_War	Spain
American_Revolutionary_War	The_Bahamas
American_Revolutionary_War	United_States
American_Revolutionary_War	United_States_Declaration_of_Independence
American_Revolutionary_War	War_of_the_Spanish_Succession
American_Samoa	Capital
American_Samoa	Coal
American_Samoa	Cook_Islands
American_Samoa	Currency
American_Samoa	English_language
American_Samoa	Europe
American_Samoa	George_W._Bush
American_Samoa	Germany
American_Samoa	Law
American_Samoa	Nationality
American_Samoa	Pacific_Ocean
American_Samoa	Samoa
American_Samoa	Time_zone
American_Samoa	Tokelau
American_Samoa	Tonga
American_Samoa	United_States
American_Samoa	United_States_dollar
American_Samoa	Wallis_and_Futuna
American_football	American_Samoa
American_football	Australia
American_football	Baseball
American_football	Canada
American_football	Canadian_football
American_football	Europe
American_football	Football
American_football	Japan
American_football	Korea
American_football	Mexico
American_football	New_Zealand
American_football	Rugby_football
American_football	United_Kingdom
American_football	United_States
American_football	World_War_II
American_popular_music	Alternative_rock
American_popular_music	Bob_Dylan
American_popular_music	Boston%2C_Massachusetts
American_popular_music	Bruce_Springsteen
American_popular_music	Classic_female_blues
American_popular_music	Communism
American_popular_music	Cuba
American_popular_music	Double_bass
American_popular_music	Elvis_Presley
American_popular_music	Folk_music
American_popular_music	Guitar
American_popular_music	Henry_Rollins
American_popular_music	Hip_hop_music
American_popular_music	Jamaica
American_popular_music	Jazz
American_popular_music	Louis_Jordan
American_popular_music	Marvin_Gaye
American_popular_music	Minstrel_show
American_popular_music	Music_of_Hawaii
American_popular_music	Music_of_Spain
American_popular_music	Music_of_the_United_States
American_popular_music	Musical_instrument
American_popular_music	New_York_City
American_popular_music	Nirvana_%28band%29
American_popular_music	Phonograph_cylinder
American_popular_music	Piano
American_popular_music	Porgy_and_Bess
American_popular_music	Puerto_Rico
American_popular_music	Ragtime
American_popular_music	Rapping
American_popular_music	Reggae
American_popular_music	Rhythm_and_blues
American_popular_music	Salsa_music
American_popular_music	San_Francisco%2C_California
American_popular_music	Seattle%2C_Washington
American_popular_music	The_Beatles
American_popular_music	Thomas_Edison
American_popular_music	Trumpet
American_popular_music	Ukulele
American_popular_music	United_States
American_popular_music	Van_Halen
Americium	Color
Americium	Curium
Americium	Electron
Americium	Europium
Americium	Glass
Americium	List_of_elements_by_name
Americium	Magnetism
Americium	Metal
Americium	Neptunium
Americium	Neutron
Americium	Periodic_table
Americium	Phase_%28matter%29
Americium	Plutonium
Americium	Radium
Americium	Radon
Americium	University_of_Chicago
Americium	Uranium
Amish	18th_century
Amish	20th_century
Amish	Automobile
Amish	Belize
Amish	Bible
Amish	Birth_control
Amish	Canada
Amish	Celery
Amish	Electricity
Amish	English_language
Amish	Ethnic_group
Amish	Europe
Amish	German_language
Amish	Germany
Amish	Minnesota
Amish	Religious_Society_of_Friends
Amish	Roman_Catholic_Church
Amish	Switzerland
Amish	Technology
Amish	Tobacco
Amish	United_States
Ammolite	Aluminium
Ammolite	Amber
Ammolite	Ammonite
Ammolite	Austria
Ammolite	Barium
Ammolite	Calcite
Ammolite	Canada
Ammolite	Chromium
Ammolite	Clay
Ammolite	Copper
Ammolite	Corundum
Ammolite	Cretaceous
Ammolite	Diamond
Ammolite	Dinosaur
Ammolite	Extinction
Ammolite	Feldspar
Ammolite	Fossil
Ammolite	Glass
Ammolite	Gold
Ammolite	Iron
Ammolite	Italy
Ammolite	Japan
Ammolite	Jewellery
Ammolite	Magnesium
Ammolite	Manganese
Ammolite	Mineral
Ammolite	Mohs_scale_of_mineral_hardness
Ammolite	Mosaic
Ammolite	North_America
Ammolite	Pearl
Ammolite	Prospecting
Ammolite	Protein
Ammolite	Pyrite
Ammolite	Quartz
Ammolite	Rocky_Mountains
Ammolite	Sodium
Ammolite	Stained_glass
Ammolite	Strontium
Ammolite	Titanium
Ammolite	Ultraviolet
Ammolite	United_States
Ammolite	Vanadium
Ammolite	Water
Ammonia	Agriculture
Ammonia	Alchemy
Ammonia	Barium
Ammonia	Calcium
Ammonia	Camel
Ammonia	Carbon_dioxide
Ammonia	Chile
Ammonia	Chlorine
Ammonia	Chromium
Ammonia	Coal
Ammonia	Copper
Ammonia	Denmark
Ammonia	Earth%27s_atmosphere
Ammonia	Europium
Ammonia	Fertilizer
Ammonia	Fish
Ammonia	Gas
Ammonia	Gas_giant
Ammonia	Germanium
Ammonia	Germany
Ammonia	Helium
Ammonia	Hydrochloric_acid
Ammonia	Hydrogen
Ammonia	India
Ammonia	Magnesium
Ammonia	Maize
Ammonia	Mercury_%28element%29
Ammonia	Metal
Ammonia	Middle_Ages
Ammonia	Milky_Way
Ammonia	Natural_gas
Ammonia	Nitrogen
Ammonia	Nitrogen_fixation
Ammonia	Oxygen
Ammonia	Ozone_depletion
Ammonia	People%27s_Republic_of_China
Ammonia	Phase_%28matter%29
Ammonia	Platinum
Ammonia	Potassium
Ammonia	Potassium_nitrate
Ammonia	Protein
Ammonia	Proton
Ammonia	Russia
Ammonia	Salt
Ammonia	Silver
Ammonia	Sodium
Ammonia	Sodium_hydroxide
Ammonia	Soil
Ammonia	Strontium
Ammonia	Sulfur
Ammonia	Sulfuric_acid
Ammonia	Tellurium
Ammonia	Tobacco
Ammonia	United_States
Ammonia	Water
Ammonia	World_War_I
Ammonia	Ytterbium
Ammonite	Ammolite
Ammonite	Animal
Ammonite	Canada
Ammonite	Clay
Ammonite	Cretaceous
Ammonite	Cretaceous-Tertiary_extinction_event
Ammonite	Crustacean
Ammonite	Devonian
Ammonite	Dinosaur
Ammonite	England
Ammonite	Europe
Ammonite	Evolution
Ammonite	Extinction
Ammonite	Fish
Ammonite	Fossil
Ammonite	Gender
Ammonite	Germany
Ammonite	Japan
Ammonite	Jurassic
Ammonite	Madagascar
Ammonite	Meteor
Ammonite	North_America
Ammonite	Reptile
Ammonite	Scientific_classification
Ammonite	Silurian
Ammosaurus	Animal
Ammosaurus	Binomial_nomenclature
Ammosaurus	Canada
Ammosaurus	Dinosaur
Ammosaurus	Earth
Ammosaurus	Fossil
Ammosaurus	Massospondylus
Ammosaurus	North_America
Ammosaurus	Reptile
Ammosaurus	Saurischia
Ammosaurus	Sauropodomorpha
Ammosaurus	Scientific_classification
Ammosaurus	South_Africa
Ammosaurus	United_States
Amsterdam	12th_century
Amsterdam	14th_century
Amsterdam	16th_century
Amsterdam	17th_century
Amsterdam	Africa
Amsterdam	American_football
Amsterdam	Anne_Frank
Amsterdam	Antwerp
Amsterdam	Baruch_Spinoza
Amsterdam	Baseball
Amsterdam	Basketball
Amsterdam	Berlin
Amsterdam	Brazil
Amsterdam	Canal
Amsterdam	Capital
Amsterdam	Europe
Amsterdam	France
Amsterdam	Ice_hockey
Amsterdam	Indonesia
Amsterdam	Industrial_Revolution
Amsterdam	Jew
Amsterdam	London
Amsterdam	Madrid
Amsterdam	Napoleonic_Wars
Amsterdam	Netherlands
Amsterdam	North_America
Amsterdam	North_Sea
Amsterdam	Paris
Amsterdam	Philip_II_of_Spain
Amsterdam	Portugal
Amsterdam	Rhine
Amsterdam	Rotterdam
Amsterdam	Spain
Amsterdam	The_Hague
Amsterdam	Train
Amsterdam	United_Kingdom
Amsterdam	World_War_I
Amsterdam	World_War_II
Amtrak	Autorack
Amtrak	Baltimore%2C_Maryland
Amtrak	Boston%2C_Massachusetts
Amtrak	California
Amtrak	Canada
Amtrak	Canadian_Pacific_Railway
Amtrak	Chicago
Amtrak	Chicago_and_North_Western_Railway
Amtrak	Columbus%2C_Ohio
Amtrak	Detroit%2C_Michigan
Amtrak	EMD_F7
Amtrak	Florida
Amtrak	George_W._Bush
Amtrak	Hurricane_Katrina
Amtrak	Jimmy_Carter
Amtrak	Las_Vegas%2C_Nevada
Amtrak	Los_Angeles%2C_California
Amtrak	Louisville%2C_Kentucky
Amtrak	Miami%2C_Florida
Amtrak	Minnesota
Amtrak	Montreal
Amtrak	Nashville%2C_Tennessee
Amtrak	New_York_City
Amtrak	Newark%2C_New_Jersey
Amtrak	Oregon
Amtrak	PRR_GG1
Amtrak	Philadelphia
Amtrak	President_of_the_United_States
Amtrak	Railway_post_office
Amtrak	Rhode_Island
Amtrak	Richmond%2C_Virginia
Amtrak	San_Diegan
Amtrak	San_Jose%2C_California
Amtrak	Seattle%2C_Washington
Amtrak	September_11%2C_2001_attacks
Amtrak	Steel
Amtrak	Super_Chief
Amtrak	Toronto
Amtrak	Train
Amtrak	Tropical_cyclone
Amtrak	U.S._state
Amtrak	Union_Station_%28San_Diego%29
Amtrak	United_States
Amtrak	United_States_Senate
Amtrak	Vancouver
Amtrak	Washington%2C_D.C.
Amtrak	World_War_II
Amur	Asia
Amur	China
Amur	Coal
Amur	Desert
Amur	Earth
Amur	Fishing
Amur	Gold
Amur	Iron
Amur	Metallurgy
Amur	Mongolia
Amur	Pacific_Ocean
Amur	Qing_Dynasty
Amur	River
Amur	Russia
Amur	Russian_language
Amur	Wheat
Anaconda	Animal
Anaconda	Argentina
Anaconda	Asia
Anaconda	Bird
Anaconda	Boa
Anaconda	Bolivia
Anaconda	Brazil
Anaconda	Chicken
Anaconda	Chordate
Anaconda	Colombia
Anaconda	Dog
Anaconda	Ecuador
Anaconda	Eye
Anaconda	Fish
Anaconda	Frog
Anaconda	Guyana
Anaconda	Paraguay
Anaconda	Peru
Anaconda	Reptile
Anaconda	Scientific_classification
Anaconda	South_America
Anaconda	Spain
Anaconda	Tamil_language
Anaconda	Turtle
Anaconda	Uruguay
Anaconda	Venezuela
Analytical_Marxism	Capitalism
Analytical_Marxism	Communism
Analytical_Marxism	Game_theory
Analytical_Marxism	Karl_Popper
Analytical_Marxism	Libertarianism
Analytical_Marxism	Logic
Analytical_Marxism	Marxism
Anarchism	Agriculture
Anarchism	Anarcho-capitalism
Anarchism	Barcelona
Anarchism	Biodiversity
Anarchism	Buddhism
Anarchism	Capitalism
Anarchism	Copenhagen
Anarchism	Cuba
Anarchism	Denmark
Anarchism	Fascism
Anarchism	Folk_music
Anarchism	Frankenstein
Anarchism	French_Revolution
Anarchism	GNU
Anarchism	Germany
Anarchism	Globalization
Anarchism	God
Anarchism	Government
Anarchism	Graphic_novel
Anarchism	Great_Britain
Anarchism	Henry_David_Thoreau
Anarchism	Jack_Kerouac
Anarchism	Jean-Jacques_Rousseau
Anarchism	Karl_Marx
Anarchism	Laozi
Anarchism	Leo_Tolstoy
Anarchism	Liberalism
Anarchism	Linguistics
Anarchism	Linux
Anarchism	Marxism
Anarchism	Noam_Chomsky
Anarchism	Political_philosophy
Anarchism	Politics
Anarchism	Spain
Anarchism	Stoicism
Anarchism	Technology
Anarchism	Terrorism
Anarchism	Ukraine
Anarchism	United_Kingdom
Anarchism	World_Trade_Organization
Anarcho-capitalism	Anarchism
Anarcho-capitalism	Capitalism
Anarcho-capitalism	Cold_War
Anarcho-capitalism	Corporation
Anarcho-capitalism	Cyberpunk
Anarcho-capitalism	Ethics
Anarcho-capitalism	Henry_David_Thoreau
Anarcho-capitalism	John_Locke
Anarcho-capitalism	Police
Anarcho-capitalism	Political_philosophy
Anarcho-capitalism	Politics
Anarcho-capitalism	Slavery
Anarcho-capitalism	Utilitarianism
Anatomy	Biology
Anatomy	Human
Anatomy	Race
Anatomy	Science
Anatomy	Vertebrate
Ancient_Egypt	15th_century
Ancient_Egypt	4th_century
Ancient_Egypt	Africa
Ancient_Egypt	Agriculture
Ancient_Egypt	Alexander_the_Great
Ancient_Egypt	Ancient_Greece
Ancient_Egypt	Ancient_Rome
Ancient_Egypt	Anemia
Ancient_Egypt	Anno_Domini
Ancient_Egypt	Archaeology
Ancient_Egypt	Beekeeping
Ancient_Egypt	Beer
Ancient_Egypt	Berber_languages
Ancient_Egypt	Board_game
Ancient_Egypt	Boat
Ancient_Egypt	Carbon
Ancient_Egypt	Cereal
Ancient_Egypt	Chess
Ancient_Egypt	Christianity
Ancient_Egypt	Civilization
Ancient_Egypt	Copper
Ancient_Egypt	Culture
Ancient_Egypt	Currency
Ancient_Egypt	East_Africa
Ancient_Egypt	Egypt
Ancient_Egypt	Egyptian_pyramids
Ancient_Egypt	Electricity
Ancient_Egypt	Empiricism
Ancient_Egypt	Engineering
Ancient_Egypt	Fishing
Ancient_Egypt	Geology
Ancient_Egypt	Geometry
Ancient_Egypt	Glass
Ancient_Egypt	Granite
Ancient_Egypt	Great_Pyramid_of_Giza
Ancient_Egypt	Herodotus
Ancient_Egypt	Homer
Ancient_Egypt	Horn_of_Africa
Ancient_Egypt	Iron
Ancient_Egypt	Iron_Age
Ancient_Egypt	Irrigation
Ancient_Egypt	Islam
Ancient_Egypt	Literature
Ancient_Egypt	Mathematics
Ancient_Egypt	Mediterranean_Sea
Ancient_Egypt	Middle_Ages
Ancient_Egypt	Mining
Ancient_Egypt	Mummy
Ancient_Egypt	Nile
Ancient_Egypt	North_Africa
